type,name,notice,furigana
粗大ごみ,釜戸（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
燃やすしかないごみ,かまぼこ板,長さ50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,紙おむつ,亀岡市指定の緑色のごみ袋に入れてください。（汚物は取り除いてください）,か
燃やすしかないごみ,紙くず,亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,紙コップ,亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,紙皿,亀岡市指定の緑色のごみ袋に入れてください。,か
紙類,紙芯,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",か
埋立てるしかないごみ,カミソリ（使い捨て）,鋭利な箇所をガムテープなどで巻き、指定ごみ袋に「危険」と表示してください。,か
小型家電,カミソリ（電動）,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
埋立てるしかないごみ,カミソリの刃,鋭利な箇所をガムテープなどで巻き、指定ごみ袋に「危険」と表示してください。,か
燃やすしかないごみ,紙ナプキン,亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,紙粘土,長さ50cm、太さ10cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
燃やすしかないごみ,髪の毛,亀岡市指定の緑色のごみ袋に入れてください。,か
紙類,紙パック（牛乳パック）,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",か
燃やすしかないごみ,紙パック（牛乳パック以外）,長辺50cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
紙類,紙袋,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",か
燃やすしかないごみ,紙やすり,長辺50cm以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,か
小型家電,カメラ,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",か
粗大ごみ,蚊帳,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
収集不可,火薬,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,か
粗大ごみ,カラオケ機器,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。1,200円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",か
